"units","scenario","year","value","variable","source"
"PPM","GCAM_SSP1",2062,523.661,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2063,525.77,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2064,527.864,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2065,529.946,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2066,532.015,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2067,534.041,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2068,536.056,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2069,538.057,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2070,540.045,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2071,542.019,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2072,543.962,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2073,545.89,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2074,547.805,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2075,549.706,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2076,551.594,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2077,553.461,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2078,555.307,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2079,557.131,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2080,558.935,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2081,560.719,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2082,562.474,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2083,564.2,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2084,565.899,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2085,567.569,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2086,569.212,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2087,570.833,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2088,572.427,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2089,573.99,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2090,575.524,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2091,577.028,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2092,578.505,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2093,579.949,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2094,581.359,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2095,582.737,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2096,584.083,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2097,585.402,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2098,586.687,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2099,587.938,"CO2_concentration","gcam xmldb"
"PPM","GCAM_SSP1",2100,589.155,"CO2_concentration","gcam xmldb"
"W/m^2","GCAM_SSP1",1976,-0.976163,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1977,-0.983358,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1978,-0.995526,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1979,-1.00941,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1980,-1.00574,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1981,-0.980879,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1982,-1.01212,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1983,-0.95573,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1984,-0.975326,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1985,-0.983952,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1986,-0.98595,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1987,-1.01525,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1988,-1.02214,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1989,-1.01192,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1990,-1.02357,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1991,-1.10085,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1992,-0.986158,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1993,-0.994766,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1994,-1.04225,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1995,-0.991361,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1996,-0.968846,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1997,-1.08535,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1998,-1.0693,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1999,-0.948405,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2000,-0.918149,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2001,-0.922392,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2002,-0.992604,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2003,-1.01991,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2004,-1.0263,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2005,-1.0263,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2006,-0.996046,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2007,-0.965381,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2008,-0.934298,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2009,-0.902786,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2010,-0.870831,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2011,-0.856885,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2012,-0.842852,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2013,-0.828733,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2014,-0.814526,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2015,-0.800229,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2016,-0.77704,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2017,-0.753613,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2018,-0.729943,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2019,-0.706024,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2020,-0.681852,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2021,-0.65742,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2022,-0.63881,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2023,-0.620047,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2024,-0.601128,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2025,-0.582051,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2026,-0.566231,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2027,-0.550302,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2028,-0.53426,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2029,-0.518104,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2030,-0.501834,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2031,-0.490733,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2032,-0.479578,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2033,-0.468369,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2034,-0.457104,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2035,-0.445783,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2036,-0.435058,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2037,-0.424282,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2038,-0.413456,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2039,-0.402577,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2040,-0.391647,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2041,-0.381694,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2042,-0.371698,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2043,-0.361657,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2044,-0.351573,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2045,-0.341443,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2046,-0.333229,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2047,-0.324985,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2048,-0.316712,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2049,-0.308408,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2050,-0.300074,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2051,-0.296541,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2052,-0.293002,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2053,-0.289459,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2054,-0.285909,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2055,-0.282354,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2056,-0.278822,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2057,-0.275285,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2058,-0.271742,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2059,-0.268194,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2060,-0.26464,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2061,-0.260996,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2062,-0.257346,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2063,-0.25369,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2064,-0.250029,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2065,-0.246362,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2066,-0.24314,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2067,-0.239915,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2068,-0.236684,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2069,-0.233449,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2070,-0.23021,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2071,-0.22686,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2072,-0.223506,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2073,-0.220147,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2074,-0.216783,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2075,-0.213414,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2076,-0.210318,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2077,-0.207218,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2078,-0.204114,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2079,-0.201005,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2080,-0.197893,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2081,-0.194637,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2082,-0.191376,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2083,-0.18811,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2084,-0.18484,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2085,-0.181566,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2086,-0.178269,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2087,-0.174968,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2088,-0.171661,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2089,-0.16835,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2090,-0.165034,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2091,-0.161725,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2092,-0.15841,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2093,-0.15509,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2094,-0.151766,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2095,-0.148437,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2096,-0.145157,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2097,-0.141873,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2098,-0.138584,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2099,-0.13529,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",2100,-0.131991,"RF_aci","gcam xmldb"
"W/m^2","GCAM_SSP1",1976,-0.0573955,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1977,-0.0572771,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1978,-0.0613297,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1979,-0.0625645,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1980,-0.0626931,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1981,-0.0603913,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1982,-0.0821686,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1983,-0.0577402,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1984,-0.0632937,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1985,-0.0665367,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1986,-0.0670472,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1987,-0.0756312,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1988,-0.0752032,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1989,-0.0697337,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1990,-0.0763584,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1991,-0.121398,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1992,-0.0717684,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1993,-0.0811614,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1994,-0.113379,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1995,-0.0914154,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1996,-0.0850005,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1997,-0.146683,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1998,-0.143293,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1999,-0.0961168,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2000,-0.0803091,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2001,-0.0796429,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2002,-0.117639,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2003,-0.121188,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2004,-0.10817,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2005,-0.10817,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2006,-0.0999935,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2007,-0.0918173,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2008,-0.0836412,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2009,-0.075465,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2010,-0.0672888,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2011,-0.0683907,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2012,-0.0694926,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2013,-0.0705946,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2014,-0.0716965,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2015,-0.0727984,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2016,-0.0701972,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2017,-0.067596,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2018,-0.0649949,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2019,-0.0623937,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2020,-0.0597925,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2021,-0.0571913,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2022,-0.0550667,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2023,-0.052942,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2024,-0.0508174,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2025,-0.0486927,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2026,-0.0470468,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2027,-0.0454008,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2028,-0.0437549,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2029,-0.0421089,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2030,-0.040463,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2031,-0.0393119,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2032,-0.0381608,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2033,-0.0370097,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2034,-0.0358586,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2035,-0.0347075,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2036,-0.0336635,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2037,-0.0326196,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2038,-0.0315756,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2039,-0.0305317,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2040,-0.0294877,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2041,-0.0285258,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2042,-0.0275639,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2043,-0.026602,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2044,-0.0256401,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2045,-0.0246781,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2046,-0.0240524,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2047,-0.0234267,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2048,-0.022801,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2049,-0.0221753,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2050,-0.0215496,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2051,-0.0212336,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2052,-0.0209176,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2053,-0.0206016,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2054,-0.0202856,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2055,-0.0199696,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2056,-0.0195138,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2057,-0.0190581,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2058,-0.0186024,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2059,-0.0181466,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2060,-0.0176909,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2061,-0.017193,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2062,-0.0166951,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2063,-0.0161972,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2064,-0.0156993,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2065,-0.0152013,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2066,-0.014834,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2067,-0.0144666,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2068,-0.0140993,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2069,-0.0137319,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2070,-0.0133645,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2071,-0.0129665,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2072,-0.0125685,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2073,-0.0121705,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2074,-0.0117725,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2075,-0.0113745,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2076,-0.0110565,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2077,-0.0107385,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2078,-0.0104205,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2079,-0.0101025,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2080,-0.00978451,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2081,-0.00943194,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2082,-0.00907937,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2083,-0.0087268,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2084,-0.00837424,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2085,-0.00802167,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2086,-0.00765281,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2087,-0.00728396,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2088,-0.00691511,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2089,-0.00654625,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2090,-0.0061774,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2091,-0.00579602,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2092,-0.00541464,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2093,-0.00503326,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2094,-0.00465188,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2095,-0.00427051,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2096,-0.00389011,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2097,-0.00350972,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2098,-0.00312933,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2099,-0.00274894,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",2100,-0.00236855,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP1",1976,0.032349,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1977,0.0329131,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1978,0.0334511,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1979,0.0340049,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1980,0.0345282,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1981,0.0349403,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1982,0.0355625,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1983,0.0359063,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1984,0.0362715,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1985,0.0366091,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1986,0.0370032,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1987,0.0374405,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1988,0.0378441,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1989,0.0382267,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1990,0.0386362,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1991,0.0394549,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1992,0.0396023,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1993,0.0397321,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1994,0.0401774,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1995,0.0403317,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1996,0.0404678,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1997,0.0413577,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1998,0.0417024,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",1999,0.0417624,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2000,0.0417421,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2001,0.0417688,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2002,0.0420783,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2003,0.0423898,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2004,0.0427806,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2005,0.0431361,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2006,0.0434291,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2007,0.0436644,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2008,0.0438481,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2009,0.0439863,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2010,0.0440842,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2011,0.0442386,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2012,0.0444463,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2013,0.0447,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP1",2014,0.0449974,"RF_H2O_strat","gcam xmldb"
